Boundary,Protocol,Timestamp,Frame_Bytes,TCP_Payload_Bytes
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.4416318,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.4430065,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255406.4455502,150,96
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255406.448954,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.454386,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.4699678,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.4744227,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.4843059,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255406.5059836,125,71
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255406.5349946,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255406.5349953,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5440035,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5495863,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.553135,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5531356,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5558572,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5558612,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5670507,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.570825,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.5810087,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.586153,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.595987,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6013272,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6179729,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.621877,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6369839,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6419368,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6510077,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6548524,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6629772,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6673055,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.676013,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6803422,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.690998,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.6958673,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7039888,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.708932,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7169733,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7221818,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7309785,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.735094,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.743987,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7439876,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7480829,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.748083,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7497532,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.75406,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7559834,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7594805,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.766971,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7726843,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.7829895,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.788216,65,11
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255406.7926393,222,168
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255406.7933416,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255406.7933424,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.798012,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8012805,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8109922,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.814334,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8239906,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8272612,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8369906,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8401828,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8499815,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.853382,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8619962,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8666735,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.8749843,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.879696,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.889014,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.892378,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9010694,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9054263,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9150336,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9184027,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.927014,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.931346,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9409926,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9440782,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9446747,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.944675,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9478066,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9528482,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.954015,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9585154,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.966015,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9692626,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.977984,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9825163,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9878395,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9891055,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.9891064,118,64
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9891074,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9899826,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9910417,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9920914,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9928417,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.9928427,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.992843,60,0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.993724,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.994581,118,64
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255406.9945815,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.998587,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255406.9998524,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255406.9998527,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0045347,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0045354,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.005711,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0105298,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.012135,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0130072,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.016787,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0167878,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0179243,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0225723,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0235164,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.026012,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0281036,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.028104,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0292728,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0337465,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.034768,130,76
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0390213,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.03977,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0397704,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.041413,122,68
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.0443418,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0457816,108,54
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0530033,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0560231,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0650437,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0687168,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0780203,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0819173,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0922527,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.0945399,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.0978765,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1072445,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.11104,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1190228,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.123154,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1330228,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1382048,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.144094,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1488998,69,15
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.150011,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1518247,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1549492,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1549494,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1629992,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1677113,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1760216,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.180711,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1890235,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.1932976,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2032351,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2062478,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2150285,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2189145,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2280204,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.231878,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2400334,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2443044,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2540364,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2569726,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.265038,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2706063,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2800634,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2832074,65,11
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.291577,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.2924905,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.292491,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2924917,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.2961545,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3050268,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3092034,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3190496,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3222513,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3303287,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3351984,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.344138,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3450181,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3483024,69,15
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3483076,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.349874,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3541796,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.358024,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.362197,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.371025,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.375295,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3842325,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3883505,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.3970265,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4013033,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.410041,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.415056,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4210393,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.425326,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4330382,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.438387,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4462457,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4493468,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.459042,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4619763,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4722497,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4755516,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4850285,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.488674,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.4980483,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5016134,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5092542,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5121071,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5222466,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5266218,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5266223,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5272067,65,11
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5272071,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.5278718,153,99
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.529444,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5302176,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5317862,66,12
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.534005,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.539149,150,96
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5442097,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5474508,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5501099,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5501108,118,64
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.5522587,60,0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.5531175,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5531182,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5531192,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5544922,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5588646,107,53
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.558865,66,12
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5598767,118,64
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.564582,65,11
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.564583,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5665486,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5708196,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5717185,118,64
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1788255407.5743706,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5766833,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5776632,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5827622,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.584303,118,64
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5887625,107,53
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5895476,128,74
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5941784,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5952406,130,76
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.5980544,125,71
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.5998385,108,54
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.602264,122,68
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.605956,108,54
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.64008,128,74
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.6400807,60,0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,1788255407.6543946,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.6610427,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.6657045,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.68829,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.6912715,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7000558,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7039373,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7137873,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7184522,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.725052,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7299163,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7370458,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7403023,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7441962,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7483177,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.749981,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7499814,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7537966,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.753797,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7630422,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7670348,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.7780347,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.782941,65,11
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.7923653,259,205
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.7932851,125,71
Ignition SCADA <-> Middleware (OPC UA),OPC UA,1788255407.7932858,60,0
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.8031023,371,317
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.8165815,128,74
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.8165824,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.820485,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.8450658,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.848104,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.8590698,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.864139,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.8720684,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.8770866,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.886089,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.890334,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9010735,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9061813,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.916078,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9192026,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9270568,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9325998,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.942057,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.944274,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.945446,65,11
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9454465,69,15
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.948278,66,12
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.95136,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9562902,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9592948,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9680622,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9725747,65,11
Middleware <-> S7-1200 (OPC UA),OPC UA,1788255407.9760716,60,0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.981053,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.985754,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.994071,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255407.9991362,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0060792,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0094788,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0200572,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0253801,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0340617,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.038626,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.046082,66,12
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.0493248,65,11
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1788255408.060066,66,12
